dataset,model,macro_f1_mean,macro_f1_std,accuracy,f1_high,precision_high,recall_high,f1_low,precision_low,recall_low,f1_medium,precision_medium,recall_medium,tier,n_features_input
Ablation_Full,RF_no_balance,0.5100074695117007,0.04337696296043785,0.8411973617453069,0.9138080138368406,0.8553696708041014,0.9808168316831684,0.3153153153153153,0.6730769230769231,0.20588235294117646,0.30662983425414364,0.6032608695652174,0.20555555555555555,Full,190
Ablation_Full,XGB_no_balance,0.5710419697393024,0.03449851800154549,0.8363774733637748,0.9111111111111111,0.874076179647527,0.9514232673267327,0.4247104247104247,0.6179775280898876,0.3235294117647059,0.38171428571428573,0.49850746268656715,0.30925925925925923,Full,190
Ablation_Full,RF_SMOTE,0.5800075012145566,0.026444721818239515,0.8120243531202436,0.8978328173374613,0.8983890954151177,0.8972772277227723,0.41566265060240964,0.42592592592592593,0.40588235294117647,0.4249084249084249,0.42028985507246375,0.42962962962962964,Full,190
Ablation_Full,XGB_SMOTE,0.5879320292200013,0.04038623708068001,0.8351090816844241,0.9094170403587444,0.8796992481203008,0.9412128712871287,0.4529616724738676,0.5555555555555556,0.38235294117647056,0.4079382579933848,0.5040871934604905,0.3425925925925926,Full,190
Ablation_Full,RF_class_weights,0.4929786100312391,0.028120624524990284,0.834855403348554,0.909169177787344,0.8477388279368477,0.9801980198019802,0.3247863247863248,0.59375,0.2235294117647059,0.24963289280469897,0.6028368794326241,0.1574074074074074,Full,190
Ablation_Full,XGB_class_weights,0.5898046013335583,0.03177453386150535,0.8188736681887366,0.9018821351434743,0.8993846153846153,0.9043935643564357,0.43670886075949367,0.4726027397260274,0.40588235294117647,0.43462246777163904,0.43223443223443225,0.43703703703703706,Full,190
Ablation_Full,RF_SMOTE_weights,0.5800075012145566,0.026444721818239515,0.8120243531202436,0.8978328173374613,0.8983890954151177,0.8972772277227723,0.41566265060240964,0.42592592592592593,0.40588235294117647,0.4249084249084249,0.42028985507246375,0.42962962962962964,Full,190
Ablation_Full,XGB_SMOTE_weights,0.5939540541354591,0.02016541056261155,0.8120243531202436,0.8973880597014925,0.901875,0.8929455445544554,0.4583333333333333,0.463855421686747,0.45294117647058824,0.4265232974910394,0.4131944444444444,0.44074074074074077,Full,190
Ablation_Full,Stacking_RF_XGB,0.5888849813289584,0.0,0.834855403348554,0.912043301759134,0.8871014916642294,0.9384282178217822,0.4458204334365325,0.47058823529411764,0.4235294117647059,0.4087912087912088,0.5027027027027027,0.34444444444444444,Full,190
Ablation_NoMBFC,RF_no_balance,0.4882646545454186,0.025785718917570408,0.8320649416539827,0.9068732960252547,0.8455980733208456,0.9777227722772277,0.31627906976744186,0.7555555555555555,0.2,0.24571428571428572,0.5375,0.15925925925925927,NoMBFC,164
Ablation_NoMBFC,XGB_no_balance,0.5515508055818654,0.033501543051803716,0.832572298325723,0.9076470588235294,0.8649103139013453,0.9548267326732673,0.40476190476190477,0.6219512195121951,0.3,0.3485576923076923,0.4965753424657534,0.26851851851851855,NoMBFC,164
Ablation_NoMBFC,RF_SMOTE,0.54302660709737,0.02488926591068999,0.7942668696093353,0.8863706923315741,0.8894080996884736,0.8833539603960396,0.3492063492063492,0.3793103448275862,0.3235294117647059,0.3921916592724046,0.37649063032367974,0.40925925925925927,NoMBFC,164
Ablation_NoMBFC,XGB_SMOTE,0.5476414878278119,0.025781733202564078,0.8236935565702689,0.9020595643799081,0.8655103781632073,0.9418316831683168,0.39849624060150374,0.5520833333333334,0.31176470588235294,0.34522439585730724,0.45592705167173253,0.2777777777777778,NoMBFC,164
Ablation_NoMBFC,RF_class_weights,0.4663999812021399,0.04233537124083432,0.8323186199898529,0.9070430567436556,0.8410893707033316,0.9842202970297029,0.2857142857142857,0.6595744680851063,0.18235294117647058,0.2113323124042879,0.6106194690265486,0.12777777777777777,NoMBFC,164
Ablation_NoMBFC,XGB_class_weights,0.5753063187452072,0.030709397308191878,0.821664129883308,0.9023946650500152,0.8844325609031491,0.9211014851485149,0.4236111111111111,0.5169491525423728,0.3588235294117647,0.4028056112224449,0.4388646288209607,0.37222222222222223,NoMBFC,164
Ablation_NoMBFC,RF_SMOTE_weights,0.5432070630777008,0.025091733291967056,0.7945205479452054,0.8865435356200527,0.8894425412644036,0.8836633663366337,0.3492063492063492,0.3793103448275862,0.3235294117647059,0.3925399644760213,0.3771331058020478,0.40925925925925927,NoMBFC,164
