dataset,model,macro_f1_mean,macro_f1_std,accuracy,f1_high,precision_high,recall_high,f1_low,precision_low,recall_low,f1_medium,precision_medium,recall_medium,tier,n_features_input
Ablation_NoMBFC,XGB_SMOTE_weights,0.5656381879721077,0.017862066506257327,0.8026382546930492,0.8896764252696456,0.8861264579496624,0.8932549504950495,0.41875,0.44666666666666666,0.3941176470588235,0.39106145251396646,0.39325842696629215,0.3888888888888889,NoMBFC,164
Ablation_NoMBFC,Stacking_RF_XGB,0.5499735309108249,0.0,0.8181126331811264,0.9003734129947722,0.8703436326884204,0.932549504950495,0.41471571906354515,0.4806201550387597,0.36470588235294116,0.3348314606741573,0.4257142857142857,0.2759259259259259,NoMBFC,164
Ablation_PureStructural,RF_no_balance,0.5083922516347522,0.023489071251876232,0.8335870116692035,0.9081735620585267,0.8502024291497976,0.9746287128712872,0.3524229074889868,0.7017543859649122,0.23529411764705882,0.26666666666666666,0.5333333333333333,0.17777777777777778,PureStructural,82
Ablation_PureStructural,XGB_no_balance,0.5489398959056503,0.035168069380913373,0.8313039066463724,0.9067059690493736,0.8657472558401351,0.9517326732673267,0.38095238095238093,0.5853658536585366,0.2823529411764706,0.3612750885478158,0.498371335504886,0.2833333333333333,PureStructural,82
Ablation_PureStructural,RF_SMOTE,0.5583861107634793,0.03072200997768093,0.7955352612886859,0.8866718628215121,0.8934967012252591,0.879950495049505,0.38922155688622756,0.39634146341463417,0.38235294117647056,0.4,0.3815126050420168,0.4203703703703704,PureStructural,82
Ablation_PureStructural,XGB_SMOTE,0.5508472253510639,0.03385470068636243,0.8165905631659056,0.8967790262172285,0.869300029044438,0.9260519801980198,0.38848920863309355,0.5,0.3176470588235294,0.3694951664876477,0.4398976982097187,0.31851851851851853,PureStructural,82
Ablation_PureStructural,RF_class_weights,0.4652485393525591,0.04015901516129556,0.8285134449518011,0.904986426632376,0.8407220599946907,0.9798886138613861,0.29357798165137616,0.6666666666666666,0.18823529411764706,0.20089955022488756,0.5275590551181102,0.12407407407407407,PureStructural,82
Ablation_PureStructural,XGB_class_weights,0.5536180004632911,0.02456993487640661,0.7952815829528158,0.8828884431414905,0.8805786395814097,0.8852103960396039,0.39057239057239057,0.4566929133858268,0.3411764705882353,0.39059674502712477,0.38162544169611307,0.4,PureStructural,82
Ablation_PureStructural,RF_SMOTE_weights,0.5583861107634793,0.03072200997768093,0.7955352612886859,0.8866718628215121,0.8934967012252591,0.879950495049505,0.38922155688622756,0.39634146341463417,0.38235294117647056,0.4,0.3815126050420168,0.4203703703703704,PureStructural,82
Ablation_PureStructural,XGB_SMOTE_weights,0.5608259563219358,0.02099461989555281,0.786910197869102,0.8774641223781738,0.8948214860083629,0.8607673267326733,0.382089552238806,0.3878787878787879,0.3764705882352941,0.423841059602649,0.38323353293413176,0.4740740740740741,PureStructural,82
Ablation_PureStructural,Stacking_RF_XGB,0.5618746444479459,0.0,0.8140537798072045,0.8957482221213496,0.8765176191886289,0.9158415841584159,0.40372670807453415,0.4276315789473684,0.38235294117647056,0.3861490031479538,0.44552058111380144,0.34074074074074073,PureStructural,82
